Commune,Code INSEE,Département,Région,Code postal
Connezac,24131,24,75,24300
Conne-de-Labarde,24132,24,75,24560
La Coquille,24133,24,75,24450
Corgnac-sur-l'Isle,24134,24,75,24800
Cornille,24135,24,75,24750
Coubjours,24136,24,75,24390
Coulaures,24137,24,75,24420
Coulounieix-Chamiers,24138,24,75,24660
Coursac,24139,24,75,24430
Cours-de-Pile,24140,24,75,24520
Coutures,24141,24,75,24320
Coux et Bigaroque-Mouzens,24142,24,75,24220
Couze-et-Saint-Front,24143,24,75,24150
Creyssac,24144,24,75,24350
Creysse,24145,24,75,24100
Creyssensac-et-Pissot,24146,24,75,24380
Cubjac-Auvézère-Val d'Ans,24147,24,75,24640
Cunèges,24148,24,75,24240
Daglan,24150,24,75,24250
Doissat,24151,24,75,24170
Domme,24152,24,75,24250
La Dornac,24153,24,75,24120
Douchapt,24154,24,75,24350
Douville,24155,24,75,24140
La Douze,24156,24,75,24330
Douzillac,24157,24,75,24190
Dussac,24158,24,75,24270
Échourgnac,24159,24,75,24410
Église-Neuve-de-Vergt,24160,24,75,24380
Église-Neuve-d'Issac,24161,24,75,24400
Escoire,24162,24,75,24420
Étouars,24163,24,75,24360
Excideuil,24164,24,75,24160
Eygurande-et-Gardedeuil,24165,24,75,24700
Eymet,24167,24,75,24500
Plaisance,24168,24,75,24560
Eyzerac,24171,24,75,24800
Les Eyzies,24172,24,75,24260
Les Eyzies,24172,24,75,24620
Fanlac,24174,24,75,24290
Les Farges,24175,24,75,24290
Faurilles,24176,24,75,24560
Faux,24177,24,75,24560
La Feuillade,24179,24,75,24120
Firbeix,24180,24,75,24450
Le Fleix,24182,24,75,24130
Fleurac,24183,24,75,24580
Florimont-Gaumier,24184,24,75,24250
Fonroque,24186,24,75,24500
Fossemagne,24188,24,75,24210
Fougueyrolles,24189,24,75,33220
Fouleix,24190,24,75,24380
Fraisse,24191,24,75,24130
Gabillou,24192,24,75,24210
Gageac-et-Rouillac,24193,24,75,24240
Gardonne,24194,24,75,24680
Gaugeac,24195,24,75,24540
Génis,24196,24,75,24160
Ginestet,24197,24,75,24130
Gout-Rossignol,24199,24,75,24320
Grand-Brassac,24200,24,75,24350
Granges-d'Ans,24202,24,75,24390
Grignols,24205,24,75,24110
Grives,24206,24,75,24170
Groléjac,24207,24,75,24250
Grun-Bordas,24208,24,75,24380
Hautefaye,24209,24,75,24300
Hautefort,24210,24,75,24390
Issac,24211,24,75,24400
Issigeac,24212,24,75,24560
Jaure,24213,24,75,24140
Javerlhac-et-la-Chapelle-Saint-Robert,24214,24,75,24300
Jayac,24215,24,75,24590
La Jemaye-Ponteyraud,24216,24,75,24410
Journiac,24217,24,75,24260
Jumilhac-le-Grand,24218,24,75,24630
Lacropte,24220,24,75,24380
Rudeau-Ladosse,24221,24,75,24340
La Force,24222,24,75,24130
Lalinde,24223,24,75,24150
Lamonzie-Montastruc,24224,24,75,24520
Lamonzie-Saint-Martin,24225,24,75,24680
Lamothe-Montravel,24226,24,75,24230
Lanouaille,24227,24,75,24270
Lanquais,24228,24,75,24150
Le Lardin-Saint-Lazare,24229,24,75,24570
Larzac,24230,24,75,24170
Lavalade,24231,24,75,24540
Lavaur,24232,24,75,24550
Les Lèches,24234,24,75,24400
Léguillac-de-l'Auche,24236,24,75,24110
Lembras,24237,24,75,24100
Lempzours,24238,24,75,24800
Limeuil,24240,24,75,24510
Limeyrat,24241,24,75,24210
Liorac-sur-Louyre,24242,24,75,24520
Lisle,24243,24,75,24350
Lolme,24244,24,75,24540
Loubejac,24245,24,75,24550
Lunas,24246,24,75,24130
Lusignac,24247,24,75,24320
Lussas-et-Nontronneau,24248,24,75,24300
Manzac-sur-Vern,24251,24,75,24110
Marcillac-Saint-Quentin,24252,24,75,24200
Mareuil en Périgord,24253,24,75,24340
Marnac,24254,24,75,24220
Marquay,24255,24,75,24620
Marsac-sur-l'Isle,24256,24,75,24430
Marsalès,24257,24,75,24540
Eyraud-Crempse-Maurens,24259,24,75,24130
Eyraud-Crempse-Maurens,24259,24,75,24140
Mauzac-et-Grand-Castang,24260,24,75,24150
Mauzens-et-Miremont,24261,24,75,24260
Mayac,24262,24,75,24420
Mazeyrolles,24263,24,75,24550
Ménesplet,24264,24,75,24700
Mensignac,24266,24,75,24350
Mescoules,24267,24,75,24240
Meyrals,24268,24,75,24220
Mialet,24269,24,75,24450
Milhac-de-Nontron,24271,24,75,24470
Minzac,24272,24,75,24610
Molières,24273,24,75,24480
Monbazillac,24274,24,75,24240
Monestier,24276,24,75,24240
Monfaucon,24277,24,75,24130
Monmadalès,24278,24,75,24560
Monmarvès,24279,24,75,24560
Monpazier,24280,24,75,24540
Monsac,24281,24,75,24440
Monsaguel,24282,24,75,24560
Montagnac-d'Auberoche,24284,24,75,24210
Montagnac-la-Crempse,24285,24,75,24140
Montagrier,24286,24,75,24350
Montaut,24287,24,75,24560
Montazeau,24288,24,75,24230
Montcaret,24289,24,75,24230
Montferrand-du-Périgord,24290,24,75,24440
Montignac,24291,24,75,24290
Montpeyroux,24292,24,75,24610
Monplaisant,24293,24,75,24170
Montpon-Ménestérol,24294,24,75,24700
Montrem,24295,24,75,24110
Mouleydier,24296,24,75,24520
Moulin-Neuf,24297,24,75,24700
Mussidan,24299,24,75,24400
Nabirat,24300,24,75,24250
Nadaillac,24301,24,75,24590
Nailhac,24302,24,75,24390
Nanteuil-Auriac-de-Bourzac,24303,24,75,24320
Nantheuil,24304,24,75,24800
Nanthiat,24305,24,75,24800
Nastringues,24306,24,75,24230
Naussannes,24307,24,75,24440
Négrondes,24308,24,75,24460
Neuvic,24309,24,75,24190
Nontron,24311,24,75,24300
Sanilhac,24312,24,75,24380
Sanilhac,24312,24,75,24660
Sanilhac,24312,24,75,24750
Orliac,24313,24,75,24170
Orliaguet,24314,24,75,24370
Parcoul-Chenaud,24316,24,75,24410
Paulin,24317,24,75,24590
Paunat,24318,24,75,24510
Paussac-et-Saint-Vivien,24319,24,75,24310
Payzac,24320,24,75,24270
Pazayac,24321,24,75,24120
Périgueux,24322,24,75,24000
Petit-Bersac,24323,24,75,24600
Peyrignac,24324,24,75,24210
Peyrillac-et-Millac,24325,24,75,24370
Peyzac-le-Moustier,24326,24,75,24620
Pezuls,24327,24,75,24510
Piégut-Pluviers,24328,24,75,24360
Le Pizou,24329,24,75,24700
Plazac,24330,24,75,24580
Pomport,24331,24,75,24240
Pontours,24334,24,75,24150
Port-Sainte-Foy-et-Ponchapt,24335,24,75,33220
Prats-de-Carlux,24336,24,75,24370
Prats-du-Périgord,24337,24,75,24550
Pressignac-Vicq,24338,24,75,24150
Preyssac-d'Excideuil,24339,24,75,24160
Prigonrieux,24340,24,75,24130
Proissans,24341,24,75,24200
Queyssac,24345,24,75,24140
Quinsac,24346,24,75,24530
Rampieux,24347,24,75,24440
Razac-d'Eymet,24348,24,75,24500
Razac-de-Saussignac,24349,24,75,24240
Razac-sur-l'Isle,24350,24,75,24430
Ribagnac,24351,24,75,24240
Ribérac,24352,24,75,24600
La Rochebeaucourt-et-Argentine,24353,24,75,24340
La Roche-Chalais,24354,24,75,24490
La Roque-Gageac,24355,24,75,24250
Rouffignac-Saint-Cernin-de-Reilhac,24356,24,75,24580
Rouffignac-de-Sigoulès,24357,24,75,24240
Sadillac,24359,24,75,24500
Sagelat,24360,24,75,24170
Saint-Agne,24361,24,75,24520
Val de Louyre et Caudeau,24362,24,75,24380
Val de Louyre et Caudeau,24362,24,75,24510
Coly-Saint-Amand,24364,24,75,24120
Coly-Saint-Amand,24364,24,75,24290
Saint-Amand-de-Vergt,24365,24,75,24380
Saint-André-d'Allas,24366,24,75,24200
Saint-André-de-Double,24367,24,75,24190
Saint-Antoine-de-Breuilh,24370,24,75,24230
Saint-Aquilin,24371,24,75,24110
Saint-Astier,24372,24,75,24110
Saint-Aubin-de-Cadelech,24373,24,75,24500
Saint-Aubin-de-Lanquais,24374,24,75,24560
Saint-Aubin-de-Nabirat,24375,24,75,24250
Saint Aulaye-Puymangou,24376,24,75,24410
Saint-Avit-de-Vialard,24377,24,75,24260
Saint-Avit-Rivière,24378,24,75,24540
Saint-Avit-Sénieur,24379,24,75,24440
Saint-Barthélemy-de-Bellegarde,24380,24,75,24700
Saint-Barthélemy-de-Bussière,24381,24,75,24360
Saint-Capraise-de-Lalinde,24382,24,75,24150
Saint-Capraise-d'Eymet,24383,24,75,24500
Saint-Cassien,24384,24,75,24540
Saint-Cernin-de-Labarde,24385,24,75,24560
Saint-Cernin-de-l'Herm,24386,24,75,24550
Saint-Chamassy,24388,24,75,24260
Saint-Crépin-d'Auberoche,24390,24,75,24330
Saint-Crépin-et-Carlucet,24392,24,75,24590
Sainte-Croix,24393,24,75,24440
Sainte-Croix-de-Mareuil,24394,24,75,24340
Saint-Cybranet,24395,24,75,24250
Saint-Cyprien,24396,24,75,24220
Saint-Cyr-les-Champagnes,24397,24,75,24270
Saint-Estèphe,24398,24,75,24360
Saint-Étienne-de-Puycorbier,24399,24,75,24400
Sainte-Eulalie-d'Ans,24401,24,75,24640
Saint-Félix-de-Bourdeilles,24403,24,75,24340
Saint-Félix-de-Reillac-et-Mortemart,24404,24,75,24260
Saint-Félix-de-Villadeix,24405,24,75,24510
Sainte-Foy-de-Belvès,24406,24,75,24170
Sainte-Foy-de-Longas,24407,24,75,24510
Saint-Front-d'Alemps,24408,24,75,24460
Saint-Front-de-Pradoux,24409,24,75,24400
Saint-Front-la-Rivière,24410,24,75,24300
Saint-Front-sur-Nizonne,24411,24,75,24300
Saint-Geniès,24412,24,75,24590
Saint-Georges-Blancaneix,24413,24,75,24130
Saint-Georges-de-Montclard,24414,24,75,24140
Saint-Géraud-de-Corps,24415,24,75,24700
Saint-Germain-de-Belvès,24416,24,75,24170
Saint-Germain-des-Prés,24417,24,75,24160
Saint-Germain-du-Salembre,24418,24,75,24190
Saint-Germain-et-Mons,24419,24,75,24520
Saint-Géry,24420,24,75,24400
Saint-Geyrac,24421,24,75,24330
Saint-Hilaire-d'Estissac,24422,24,75,24140
Saint-Julien-Innocence-Eulalie,24423,24,75,24500
Saint-Jean-d'Ataux,24424,24,75,24190
Saint-Jean-de-Côle,24425,24,75,24800
Saint-Jean-d'Estissac,24426,24,75,24140
Saint-Jory-de-Chalais,24428,24,75,24800
Saint-Jory-las-Bloux,24429,24,75,24160
Saint-Julien-de-Lampon,24432,24,75,24370
Saint-Just,24434,24,75,24320
Saint-Laurent-des-Hommes,24436,24,75,24400
Saint-Laurent-des-Vignes,24437,24,75,24100
Saint-Laurent-la-Vallée,24438,24,75,24170
Saint-Léon-d'Issigeac,24441,24,75,24560
Saint-Léon-sur-l'Isle,24442,24,75,24110
Saint-Léon-sur-Vézère,24443,24,75,24290
Saint-Louis-en-l'Isle,24444,24,75,24400
Saint-Marcel-du-Périgord,24445,24,75,24510
Saint-Marcory,24446,24,75,24540
Saint-Martial-d'Albarède,24448,24,75,24160
Saint-Martial-d'Artenset,24449,24,75,24700
Saint-Martial-de-Nabirat,24450,24,75,24250
Saint-Martial-de-Valette,24451,24,75,24300
Saint-Martial-Viveyrol,24452,24,75,24320
Saint-Martin-de-Fressengeas,24453,24,75,24800
Saint-Martin-de-Gurson,24454,24,75,24610
Saint-Martin-de-Ribérac,24455,24,75,24600
Saint-Martin-des-Combes,24456,24,75,24140
Saint-Martin-l'Astier,24457,24,75,24400
Saint-Martin-le-Pin,24458,24,75,24300
Saint-Maime-de-Péreyrol,24459,24,75,24380
Saint-Méard-de-Drône,24460,24,75,24600
Saint-Méard-de-Gurçon,24461,24,75,24610
Saint-Médard-de-Mussidan,24462,24,75,24400
Saint-Médard-d'Excideuil,24463,24,75,24160
Saint-Mesmin,24464,24,75,24270
Saint-Michel-de-Double,24465,24,75,24400
Saint-Michel-de-Montaigne,24466,24,75,24230
Saint-Michel-de-Villadeix,24468,24,75,24380
Sainte-Mondane,24470,24,75,24370
Sainte-Nathalène,24471,24,75,24200
Saint-Nexans,24472,24,75,24520
Sainte-Orse,24473,24,75,24210
Saint-Pancrace,24474,24,75,24530
Saint-Pantaly-d'Excideuil,24476,24,75,24160
Saint-Pardoux-de-Drône,24477,24,75,24600
Saint-Pardoux-et-Vielvic,24478,24,75,24170
Saint-Pardoux-la-Rivière,24479,24,75,24470
Saint-Paul-de-Serre,24480,24,75,24380
Saint-Paul-la-Roche,24481,24,75,24800
Saint-Paul-Lizonne,24482,24,75,24320
Saint-Perdoux,24483,24,75,24560
Saint-Pierre-de-Chignac,24484,24,75,24330
Saint-Pierre-de-Côle,24485,24,75,24800
Saint-Pierre-de-Frugie,24486,24,75,24450
Saint-Pierre-d'Eyraud,24487,24,75,24130
Saint-Pompont,24488,24,75,24170
Saint-Priest-les-Fougères,24489,24,75,24450
Saint Privat en Périgord,24490,24,75,24410
Saint-Rabier,24491,24,75,24210
Sainte-Radegonde,24492,24,75,24560
Saint-Raphaël,24493,24,75,24160
Saint-Rémy,24494,24,75,24700
Saint-Romain-de-Monpazier,24495,24,75,24540
Saint-Romain-et-Saint-Clément,24496,24,75,24800
Saint-Saud-Lacoussière,24498,24,75,24470
Saint-Sauveur,24499,24,75,24520
Saint-Sauveur-Lalande,24500,24,75,24700
Saint-Seurin-de-Prats,24501,24,75,24230
Saint-Séverin-d'Estissac,24502,24,75,24190
Saint-Sulpice-de-Roumagnac,24504,24,75,24600
Saint-Sulpice-d'Excideuil,24505,24,75,24800
Sainte-Trie,24507,24,75,24160
Saint-Victor,24508,24,75,24350
Saint-Vincent-de-Connezac,24509,24,75,24190
Saint-Vincent-de-Cosse,24510,24,75,24220
Saint-Vincent-Jalmoutiers,24511,24,75,24410
Saint-Vincent-le-Paluel,24512,24,75,24200
Saint-Vincent-sur-l'Isle,24513,24,75,24420
Saint-Vivien,24514,24,75,24230
Salagnac,24515,24,75,24160
Salignac-Eyvigues,24516,24,75,24590
Salles-de-Belvès,24517,24,75,24170
Salon,24518,24,75,24380
Sarlande,24519,24,75,24270
Sarlat-la-Canéda,24520,24,75,24200
Sarliac-sur-l'Isle,24521,24,75,24420
Sarrazac,24522,24,75,24800
Saussignac,24523,24,75,24240
Savignac-de-Miremont,24524,24,75,24260
Savignac-de-Nontron,24525,24,75,24300
Savignac-Lédrier,24526,24,75,24270
Savignac-les-Églises,24527,24,75,24420
Sceau-Saint-Angel,24528,24,75,24300
Segonzac,24529,24,75,24600
Sergeac,24531,24,75,24290
Serres-et-Montguyard,24532,24,75,24500
Servanches,24533,24,75,24410
Sigoulès-et-Flaugeac,24534,24,75,24240
Simeyrols,24535,24,75,24370
Singleyrac,24536,24,75,24500
Siorac-de-Ribérac,24537,24,75,24600
Siorac-en-Périgord,24538,24,75,24170
Sorges et Ligueux en Périgord,24540,24,75,24420
Sorges et Ligueux en Périgord,24540,24,75,24460
Soudat,24541,24,75,24360
Soulaures,24542,24,75,24540
Sourzac,24543,24,75,24400
Tamniès,24544,24,75,24620
Teillots,24545,24,75,24390
Temple-Laguyon,24546,24,75,24390
Terrasson-Lavilledieu,24547,24,75,24120
Teyjat,24548,24,75,24300
Thénac,24549,24,75,24240
Thenon,24550,24,75,24210
Thiviers,24551,24,75,24800
Thonac,24552,24,75,24290
Tocane-Saint-Apre,24553,24,75,24350
La Tour-Blanche-Cercles,24554,24,75,24320
Tourtoirac,24555,24,75,24390
Trélissac,24557,24,75,24750
Trémolat,24558,24,75,24510
Tursac,24559,24,75,24620
Urval,24560,24,75,24480
Vallereuil,24562,24,75,24190
Valojoulx,24563,24,75,24290
Vanxains,24564,24,75,24600
Varaignes,24565,24,75,24360
Varennes,24566,24,75,24150
Vaunac,24567,24,75,24800
Vélines,24568,24,75,24230
Vendoire,24569,24,75,24320
Verdon,24570,24,75,24520
Vergt,24571,24,75,24380
Vergt-de-Biron,24572,24,75,24540
Verteillac,24573,24,75,24320
Veyrignac,24574,24,75,24370
Veyrines-de-Domme,24575,24,75,24250
Veyrines-de-Vergt,24576,24,75,24380
Vézac,24577,24,75,24220
Villac,24580,24,75,24120
Villamblard,24581,24,75,24140
Villars,24582,24,75,24530
Villefranche-de-Lonchat,24584,24,75,24610
Villefranche-du-Périgord,24585,24,75,24550
Villetoureix,24586,24,75,24600
Vitrac,24587,24,75,24200
Abbans-Dessous,25001,25,27,25320
Abbans-Dessus,25002,25,27,25440
Abbenans,25003,25,27,25340
Abbévillers,25004,25,27,25310
Accolans,25005,25,27,25250
Adam-lès-Passavant,25006,25,27,25360
Adam-lès-Vercel,25007,25,27,25530
Aibre,25008,25,27,25750
Aïssey,25009,25,27,25360
Allenjoie,25011,25,27,25490
Les Alliés,25012,25,27,25300
Allondans,25013,25,27,25550
Amagney,25014,25,27,25220
Amancey,25015,25,27,25330
Amathay-Vésigneux,25016,25,27,25330
Amondans,25017,25,27,25330
Anteuil,25018,25,27,25340
Appenans,25019,25,27,25250
Arbouans,25020,25,27,25400
Arc-et-Senans,25021,25,27,25610
Arcey,25022,25,27,25750
Arçon,25024,25,27,25300
Arc-sous-Cicon,25025,25,27,25520
Arc-sous-Montenot,25026,25,27,25270
Aubonne,25029,25,27,25520
Audeux,25030,25,27,25170
Audincourt,25031,25,27,25400
Autechaux,25032,25,27,25110
Autechaux-Roide,25033,25,27,25150
Les Auxons,25035,25,27,25870
Avanne-Aveney,25036,25,27,25720
Avilley,25038,25,27,25680
Avoudrey,25039,25,27,25690
Badevel,25040,25,27,25490
Bannans,25041,25,27,25560
Le Barboux,25042,25,27,25210
Bart,25043,25,27,25420
Bartherans,25044,25,27,25440
Battenans-les-Mines,25045,25,27,25640
Battenans-Varin,25046,25,27,25380
Baume-les-Dames,25047,25,27,25110
Bavans,25048,25,27,25550
Belfays,25049,25,27,25470
Le Bélieu,25050,25,27,25500
Belleherbe,25051,25,27,25380
Belmont,25052,25,27,25530
Belvoir,25053,25,27,25430
Berche,25054,25,27,25420
Berthelange,25055,25,27,25410
Besançon,25056,25,27,25000
Bethoncourt,25057,25,27,25200
Beure,25058,25,27,25720
Beutal,25059,25,27,25250
Bians-les-Usiers,25060,25,27,25520
